//DATASET,
//created,Wed, 25 Apr 2018 21:19:06 GMT

//TRACE,Waveform,Input 1 
//SampledBand
#Time,"Electrical Signal"
#(ns),(a.u.)
5.4175,0.0489493724961287
5.42,0.0411660096677978
5.4225,0.0349574434288878
5.425,0.0305146128164327
5.4275,0.02773978136711
5.43,0.0263390289177106
5.4325,0.0259152928681716
5.435,0.0260566025465959
5.4375,0.0264514644528117
5.44,0.026906320805139
5.4425,0.0273104835410873
5.445,0.027634557735859
5.4475,0.027903043634202
5.45,0.0281312381023032
5.4525,0.0283230671854345
5.455,0.0284983959606941
5.4575,0.0286895676712157
5.46,0.0289128383356596
5.4625,0.0291303361181659
5.465,0.0292409671111415
5.4675,0.0291144158535729
5.47,0.0286570088583617
5.4725,0.027876545059307
5.475,0.0269127016653505
5.4775,0.0260549104324735
5.48,0.0257239379613908
5.4825,0.0263573312229512
5.485,0.0283375971702241
5.4875,0.0319710068737138
5.49,0.0374473551288924
5.4925,0.0447937461822311
5.495,0.053729466604007
5.4975,0.0635588035718537
5.5,0.0732087974498004
5.5025,0.0814351453216498
5.505,0.0872516252792438
5.5075,0.0903288316324543
5.51,0.0910570390298711
5.5125,0.0903321869228062
5.515,0.0890335885725831
5.5175,0.0876738405329179
5.52,0.0864515747689884
5.5225,0.0854674719315964
5.525,0.0848453003821041
5.5275,0.0845711720369123
5.53,0.0845176058000431
5.5325,0.0845633563195037
5.535,0.0846274377608689
5.5375,0.0847125412000859
5.54,0.0848518097827781
5.5425,0.085035984517759
5.545,0.0851621096329042
5.5475,0.0850572250197132
5.55,0.0845443966606134
5.5525,0.0835320130810857
5.555,0.0820403929441414
5.5575,0.0801723134716918
5.56,0.0781141809706661
5.5625,0.0761080007802907
5.565,0.0743966313158454
5.5675,0.0731335310679467
5.57,0.0723782387107892
5.5725,0.0720889760311986
5.575,0.0720753263344317
5.5775,0.0720246935504793
5.58,0.0715735690011595
5.5825,0.0704895524275065
5.585,0.0688560292916052
5.5875,0.0670310783217651
5.59,0.0655194018390314
5.5925,0.0647329952715366
5.595,0.0648464491244684
5.5975,0.0657652113995099
5.6,0.0671971030398779
5.6025,0.0688069105373147
5.605,0.0702860384491784
5.6075,0.0714207510309272
5.61,0.0720776141055508
5.6125,0.0722955799731696
5.615,0.0723415556335392
5.6175,0.0725962698788455
5.62,0.0733280103497627
5.6225,0.0745986956701847
5.625,0.0763074355691059
5.6275,0.0782215192202321
5.63,0.0800651225397641
5.6325,0.0816161117091666
5.635,0.0827844438647783
5.6375,0.0835880200911815
5.64,0.0841214923677244
5.6425,0.0844099285820859
5.645,0.0844338590634861
5.6475,0.0842784295066459
5.65,0.0841425743974427
5.6525,0.0841174072588934
5.655,0.0840823357086496
5.6575,0.0838168439519498
5.66,0.0832806730375333
5.6625,0.0827687048057301
5.665,0.0828360019395565
5.6675,0.0839744945534124
5.67,0.0862472437341319
5.6725,0.0891641404057518
5.675,0.091841526915681
5.6775,0.0933196517499392
5.68,0.0928828745185648
5.6825,0.0901205519889405
5.685,0.0849754005396706
5.6875,0.0778083209022803
5.69,0.0692743326157433
5.6925,0.0601634455555038
5.695,0.0512488014896276
5.6975,0.0431943169455709
5.7,0.0365143438142269
5.7025,0.0314864227769129
5.705,0.0281826485934936
5.7075,0.0264658268757413
5.71,0.0259707382662113
5.7125,0.0261932854200431
5.715,0.0266200847691004
5.7175,0.0268360656352327
5.72,0.0265793673091466
5.7225,0.0257382413748606
5.725,0.0243249735958775
5.7275,0.0224390179077328
5.73,0.0202410756615812
5.7325,0.0179059854317876
5.735,0.0155676635532075
5.7375,0.0133112788425543
5.74,0.0111895906814858
5.7425,0.009255350307218
5.745,0.0075697058642553
5.7475,0.00618818960546379
5.75,0.00514575459542838
5.7525,0.00443184162336465
5.755,0.00398483699691515
5.7575,0.00372683987098478
5.76,0.00360148906010619
5.7625,0.00357998788179163
5.765,0.00363137789173787
5.7675,0.00372534962764942
5.77,0.00382983960395956
5.7725,0.00392531259321189
5.775,0.00402177889221529
5.7775,0.00412804149861603
5.78,0.00423034096377448
5.7825,0.00428712770480709
5.785,0.00424648244469118
5.7875,0.00409769708696392
5.79,0.00388690517421383
5.7925,0.00371833144372796
5.795,0.00375365480871474
5.7975,0.00418708819056595
5.8,0.00522396213092903
5.8025,0.00706353924455147
5.805,0.00989076519836819
5.8075,0.0139903363427129
5.81,0.019715635647579
5.8125,0.0272500319382412
5.815,0.0364329972724564
5.8175,0.0467124510395293
5.82,0.0573257511789684
5.8225,0.0675851126941633
5.825,0.0768881686159476
5.8275,0.0847329115179197
5.83,0.0908763185199554
5.8325,0.0952678574072547
5.835,0.0978083878069732
5.8375,0.0982533361649706
5.84,0.0963658903456577
5.8425,0.0920943631511952
5.845,0.0856753304610332
5.8475,0.0775904513394388
5.85,0.0684910427663707
5.8525,0.059112968807803
5.855,0.0501715243566967
5.8575,0.0422801214940137
5.86,0.0359001372534623
5.8625,0.0312490619609887
5.865,0.0282514899810763
5.8675,0.0265651361173344
5.87,0.0257228739658715
5.8725,0.0252437790348934
5.875,0.0247935151492567
5.8775,0.0242517630861065
5.88,0.0237352220713543
5.8825,0.0235544150712088
5.885,0.0241041652139872
5.8875,0.0258232799616886
5.89,0.0291030007152354
5.8925,0.0340932715692029
5.895,0.0406387505310818
5.8975,0.04829487722829
5.9,0.0562313471696682
5.9025,0.0633596776568341
5.905,0.068645142432136
5.9075,0.0714750690778658
5.91,0.0719243855055127
5.9125,0.0707156211910588
5.915,0.068769179606672
5.9175,0.066741094835327
5.92,0.0649642611586422
5.9225,0.0635405912968532
5.925,0.062455629524247
5.9275,0.0617122840226772
5.93,0.0613864416525103
5.9325,0.061451182355017
5.935,0.0616636435073441
5.9375,0.0617610274806677
5.94,0.0616525620447568
5.9425,0.0615370579538875
5.945,0.0618475241829526
5.9475,0.0628612737171992
5.95,0.0644946935501185
5.9525,0.0662503814412231
5.955,0.0674368369129527
5.9575,0.0673861033856275
5.96,0.0655900858014343
5.9625,0.0618892582175137
5.965,0.0564531915357948
5.9675,0.049702301453846
5.97,0.04220280656112
5.9725,0.0345383476214845
5.975,0.0272283994019333
5.9775,0.0206799222271114
5.98,0.0151525963595445
5.9825,0.0107567908427359
5.985,0.0074771657550707
5.9875,0.0052204204084784
5.99,0.00386173368645153
5.9925,0.00326865972214917
5.995,0.00331187282194013
5.9975,0.00386812932762495
6,0.0048187485364771
6.0025,0.00605626487417327
6.005,0.00750834518996283
6.0075,0.0091298558158829
6.01,0.0109110039732085
6.0125,0.0128508753162621
6.015,0.01494806085988
6.0175,0.0171917312965363
6.02,0.0195532046601414
6.0225,0.0219094236264309
6.025,0.0240122615092087
6.0275,0.0255976708107695
6.03,0.026500397420147
6.0325,0.0267232010431854
6.035,0.026444402396421
6.0375,0.0259686323011186
6.04,0.0256982989288186
6.0425,0.0260825135427666
6.045,0.0275702211291218
6.0475,0.0305564348361645
6.05,0.0353416524380295
6.0525,0.0421114494674944
6.055,0.0507160298217392
6.0575,0.0604944053402337
6.06,0.0703957161629081
6.0625,0.0792002491986396
6.065,0.0858597909724346
6.0675,0.0898279677574437
6.07,0.0912481851071418
6.0725,0.0908702465375619
6.075,0.089588765444738
6.0775,0.0880792644281169
6.08,0.086691505624172
6.0825,0.0855550306151859
6.085,0.0847463339067214
6.0875,0.0842784432175753
6.09,0.0840973753303306
6.0925,0.0840908279612295
6.095,0.0840680250255021
6.0975,0.0837948003767814
6.1,0.0832222721100169
6.1025,0.0826469205043529
6.105,0.0825767549223361
6.1075,0.0834247396639161
6.11,0.0851593048839835
6.1125,0.0872607703295699
6.115,0.0888908861306126
6.1175,0.0891747730874599
6.12,0.0874347592332093
6.1225,0.0832991793120459
6.125,0.0768312970851405
6.1275,0.0684864643912577
6.13,0.0589390682761625
6.1325,0.0489322343170999
6.135,0.0391560748969106
6.1375,0.0301717857890916
6.14,0.0223754480422132
6.1425,0.0159962964394843
6.145,0.0111038178019446
6.1475,0.00760243760072964
6.15,0.00528247172431845
6.1525,0.0038891079279357
6.155,0.00318400011392202
6.1575,0.00299699850192441
6.16,0.00328484516634104
6.1625,0.00412618199568153
6.165,0.00563255612460637
6.1675,0.00795467113871317
6.17,0.0113360447357474
6.1725,0.0160903468299061
6.175,0.0222980283529903
6.1775,0.0296234225909005
6.18,0.0374755821038751
6.1825,0.0452757657093286
6.185,0.0525734889167427
6.1875,0.05905294353551
6.19,0.0645532176235067
6.1925,0.0690557708347268
6.195,0.072508980540636
6.1975,0.0746663433164018
6.2,0.0750921537221445
6.2025,0.0733998551614123
6.205,0.0694998293449513
6.2075,0.0636721228818072
6.21,0.0565002876759479
6.2125,0.0487475877880508
6.215,0.0412185628262548
6.2175,0.0346410871493639
6.22,0.0295593061716611
6.2225,0.0262417325387611
6.225,0.0245902072173048
6.2275,0.0241776150630069
6.23,0.0244146815374402
6.2325,0.0247387204445366
6.235,0.0247583374909187
6.2375,0.0243356303142123
6.24,0.0235939180530961
6.2425,0.022906676319166
6.245,0.0227748252094777
6.2475,0.0237038003124405
6.25,0.0260970228451161
6.2525,0.0301743641069071
6.255,0.0359358254222028
6.2575,0.0429812882551893
6.26,0.0505721263774529
6.2625,0.0577802340777804
6.265,0.0637037011097999
6.2675,0.0677057505296465
6.27,0.0695895616251397
6.2725,0.0697051318065929
6.275,0.0687127755932965
6.2775,0.0672166718577052
6.28,0.0656264235189732
6.2825,0.0641840513508977
6.285,0.0630289116706003
6.2875,0.0622061827206565
6.29,0.061651901463121
6.2925,0.0613389479482852
6.295,0.0612608437539524
6.2975,0.0613383686854883
6.3,0.0614681437947363
6.3025,0.0615747069463548
6.305,0.0616317636282018
6.3075,0.0615917566409136
6.31,0.0614094724749588
6.3125,0.0611122115496336
6.315,0.060745986106003
6.3175,0.0603749384701151
6.32,0.0600957480902522
6.3225,0.059950193135166
6.325,0.0599273037822492
6.3275,0.0600381693498742
6.33,0.0603665738308438
6.3325,0.0609951808866839
6.335,0.0617587306712807
6.3375,0.0622751902858891
6.34,0.0622583180173317
6.3425,0.0618198726486483
6.345,0.0614710874026973
6.3475,0.0619070584988947
6.35,0.0635591025988852
6.3525,0.0662975010190754
6.355,0.0694949892021178
6.3575,0.07227516357058
6.36,0.073781312427367
6.3625,0.0733645502403484
6.365,0.070748077528383
6.3675,0.0660488183672329
6.37,0.0597407550880332
6.3725,0.0525199334918978
6.375,0.0451670095534297
6.3775,0.0384211420277448
6.38,0.0328671666542259
6.3825,0.028846983231537
6.385,0.0263984707677185
6.3875,0.0252706044661721
6.39,0.0250862250933946
6.3925,0.0254791267581968
6.395,0.0261108561249168
6.3975,0.0267438940855137
6.4,0.0272883531052962
6.4025,0.0277391210885614
6.405,0.0281059641298759
6.4075,0.0283862517660133
6.41,0.0285722151147113
6.4125,0.0286363387010606
6.415,0.0286016507389223
6.4175,0.0285123923775093
6.42,0.0284008727671291
6.4225,0.0282822670091717
6.425,0.0281703698372996
6.4275,0.028101612393197
6.43,0.0281076431598898
6.4325,0.028172075439443
6.435,0.0282600057632661
6.4375,0.0283143128128443
6.44,0.0283034170357411
6.4425,0.0282195776662051
6.445,0.0280652148278332
6.4475,0.0278780050155253
6.45,0.0277165926355467
6.4525,0.027640918737089
6.455,0.0276537304708502
6.4575,0.0277476135903824
6.46,0.0279188683449652
6.4625,0.0281427286629962
6.465,0.0283546973739165
6.4675,0.0284622233675802
6.47,0.0283488922638694
6.4725,0.0279061317222112
6.475,0.0270871649383849
6.4775,0.0259919130340162
6.48,0.0248969866749725
6.4825,0.0242315059577404
6.485,0.0244537394356515
6.4875,0.0259566144051248
6.49,0.0291194518697401
6.4925,0.0341749793199841
6.495,0.0409420110952351
6.4975,0.0486251465728725
6.5,0.056059906557948
6.5025,0.0622862747430263
6.505,0.0668819752349527
6.5075,0.0700127219097079
6.51,0.0722324699586792
6.5125,0.0741356474521031
6.515,0.0758825560145969
6.5175,0.0770561937152885
6.52,0.07701401496196
6.5225,0.0752207920639934
6.525,0.0714906092103298
6.5275,0.0660089099304577
6.53,0.0592634735311941
6.5325,0.05191875405047
6.535,0.0446635900261967
6.5375,0.0381425208670137
6.54,0.0328790951688517
6.5425,0.0291194404092521
6.545,0.0267701900764206
6.5475,0.025518690374648
6.55,0.0249540892998964
6.5525,0.0246570329918299
6.555,0.0243212452126937
6.5575,0.02384165609848
6.56,0.0233503072004972
6.5625,0.0231584460605041
6.565,0.0236995444761825
6.5675,0.0254363277292033
6.57,0.0287409368050122
6.5725,0.0337729099052017
6.575,0.0403688954743625
6.5775,0.0479578004968096
6.58,0.055673945296833
6.5825,0.0624843587983711
6.585,0.0674328564987541
6.5875,0.0699910553130872
6.59,0.0703014391910764
6.5925,0.0690505638884328
6.595,0.0670678731703518
6.5975,0.0650023479379931
6.6,0.0632165339621939
6.6025,0.061895241965469
6.605,0.0611190429510221
6.6075,0.0608324849355072
6.61,0.0609041957022494
6.6125,0.0612057580391225
6.615,0.0616382220811388
6.6175,0.0620994582548794
6.62,0.0624921914012416
6.6225,0.0627042740835756
6.625,0.062713260295404
6.6275,0.0625778888990843
6.63,0.06235950061692
6.6325,0.0621108097496679
6.635,0.0618366906628064
6.6375,0.0615569935100543
6.64,0.0613265792940682
6.6425,0.06117356737449
6.645,0.0611028249194405
6.6475,0.0611124675416443
6.65,0.0611828871736338
6.6525,0.0612900331075862
6.655,0.061384078834278
6.6575,0.0613819814270757
6.66,0.0612373761577989
6.6625,0.0609572013114281
6.665,0.0606465969379377
6.6675,0.0605230200669586
6.67,0.0608274019180311
6.6725,0.0617632251867964
6.675,0.0633654845634345
6.6775,0.0654749868259091
6.68,0.0678214980274402
6.6825,0.0700916749937741
6.685,0.0719859931194011
6.6875,0.0733207655329219
6.69,0.0740794661583818
6.6925,0.0743818242819263
6.695,0.0744382067527095
6.6975,0.0745325261853648
6.7,0.0749101956235744
6.7025,0.0756966831710139
6.705,0.0768407544315228
6.7075,0.0782085104337524
6.71,0.0796813062353462
6.7125,0.0811860279625599
6.715,0.0826787836112642
6.7175,0.0840609961035224
6.72,0.0852006795370281
6.7225,0.0859587833786085
6.725,0.0862368958379124
6.7275,0.0860604076671982
6.73,0.0855322127979738
6.7325,0.0847976324320597
6.735,0.0840022354593052
6.7375,0.0832785311579578
6.74,0.0827421846921061
6.7425,0.0824910154238705
6.745,0.0824953288872134
6.7475,0.082681769575977
6.75,0.0830246670082465
6.7525,0.0835049581124507
6.755,0.0840495567003886
6.7575,0.0846024836962642
6.76,0.0850940232686858
6.7625,0.0854556083958018
6.765,0.0856211672013772
6.7675,0.0855533339525059
6.77,0.0853436510828403
6.7725,0.0850754892805258
6.775,0.0847798900370543
6.7775,0.0845162963774924
6.78,0.0843903862977151
6.7825,0.0844814122210721
6.785,0.0847749058312397
6.7875,0.0851402528102811
6.79,0.0854440011059603
6.7925,0.0855269276925443
6.795,0.0852951036175288
6.7975,0.0848164364886506
6.8,0.084310417758145
6.8025,0.0839569691000075
6.805,0.0838180888428724
6.8075,0.0839201098219324
6.81,0.0842192900047594
6.8125,0.0846048924965528
6.815,0.084945898015219
6.8175,0.0850994572405501
6.82,0.0849941382832389
6.8225,0.0847071548524801
6.825,0.084413213113177
6.8275,0.0842216076563563
6.83,0.0841152433286757
6.8325,0.0841061621713585
6.835,0.0842251037236113
6.8375,0.0844509566745293
6.84,0.0847236211146256
6.8425,0.0849848365714443
6.845,0.0851921655864679
6.8475,0.0852888360091669
6.85,0.0853060772522525
6.8525,0.0853687674419348
6.855,0.0854141588067461
6.8575,0.0851799783778475
6.86,0.0844864850559802
6.8625,0.0835138614460384
6.865,0.0828203864297834
6.8675,0.0830605381618625
6.87,0.0845786159406532
6.8725,0.0872009259955309
6.875,0.090259891697285
6.8775,0.092742133858331
6.88,0.0936334191117751
6.8825,0.0922543013034541
6.885,0.0883724889750871
6.8875,0.0822029566735983
6.89,0.0742797500301973
6.8925,0.0653431340647326
6.895,0.0561909232474039
6.8975,0.0475922750295186
6.9,0.0401771441251608
6.9025,0.0343833211311507
6.905,0.030389277490298
6.9075,0.0280725528905819
6.91,0.027076376787661
6.9125,0.0268743774726288
6.915,0.0269313457957913
6.9175,0.0268458264807411
6.92,0.0263663895877289
6.9225,0.0253804439519829
6.925,0.0238832971334484
6.9275,0.0219700291966874
6.93,0.0197956943673796
6.9325,0.0175161116512634
6.935,0.0152550876473122
6.9375,0.0130929803375661
6.94,0.0110597607571454
6.9425,0.00917064121165888
6.945,0.00744559222973768
6.9475,0.00593615093447027
6.95,0.00473669751881994
6.9525,0.00396870188227411
6.955,0.00374365846889854
6.9575,0.00416876906677969
6.96,0.00539327295514462
6.9625,0.00764196940481296
6.965,0.0111273648150889
6.9675,0.0159797718496586
6.97,0.0223656057982056
6.9725,0.0304792025876398
6.975,0.0402550281578231
6.9775,0.0510485214372061
6.98,0.0617985555399703
6.9825,0.0713753600298637
6.985,0.079030255531711
6.9875,0.0846612281693804
6.99,0.0887184064124804
6.9925,0.0918514754817759
6.995,0.0943934384697883
6.9975,0.0961460036627942
7,0.09653609337709
7.0025,0.0950041528503405
7.005,0.0912835384734418
7.0075,0.0854529388382504
7.01,0.0778901081637094
7.0125,0.0691844494212929
7.015,0.0600205687003126
7.0175,0.051110437099132
7.02,0.0431223795144801
7.0225,0.0365538355873634
7.025,0.0316491860609995
7.0275,0.0283957071784085
7.03,0.0265804741320386
7.0325,0.0258861823114968
7.035,0.0259632983895353
7.0375,0.0264470569243794
7.04,0.0270273937891536
7.0425,0.0275217432751895
7.045,0.027880022492085
7.0475,0.0281109620064683
7.05,0.0282380529338383
7.0525,0.0282535880374711
7.055,0.0281618583497248
7.0575,0.0280514581891286
7.06,0.0280065066128032
7.0625,0.0280589902679109
7.065,0.0281915176441736
7.0675,0.0282875967772431
7.07,0.0281295722056147
7.0725,0.0275536172071129
7.075,0.0265260959639058
7.0775,0.0251666310296681
7.08,0.0237629510750145
7.0825,0.0227152643048714
7.085,0.0224170217816026
7.0875,0.0232802869972982
7.09,0.0257167858323793
7.0925,0.0299899442370086
7.095,0.036016579654135
7.0975,0.043167265719858
7.1,0.0505435868173752
7.1025,0.057355464991359
7.105,0.0631004001657855
7.1075,0.0676150094799658
7.11,0.0710319827470994
7.1125,0.0735417780510834
7.115,0.0751607020306939
7.1175,0.0755989656231932
7.12,0.0744492521581674
7.1225,0.0714936114378143
7.125,0.0667984734335027
7.1275,0.0606692555854324
7.13,0.0535964596311438
7.1325,0.0462062874760935
7.135,0.0391632624060422
7.1375,0.0330572796208837
7.14,0.0283487874003406
7.1425,0.0252566594892402
7.145,0.0237313970722261
7.1475,0.0235054096329866
7.15,0.024146047430546
7.1525,0.0251823784886858
7.155,0.0262465891673342
7.1575,0.0271216368453487
7.16,0.0277148324508425
7.1625,0.0280264593502047
7.165,0.0281096352626578
7.1675,0.0280261216426432
7.17,0.0278647750068271
7.1725,0.0277066025294968
7.175,0.0276060648163306
7.1775,0.0275835182571702
7.18,0.0276352469612216
7.1825,0.0277599381205772
7.185,0.0279554985804424
7.1875,0.0282125357318345
7.19,0.0284800059062367
7.1925,0.0286632012045398
7.195,0.0286585747395258
7.1975,0.0283436015107436
7.2,0.0276257239531172
7.2025,0.0264778108857714
7.205,0.0249368627804386
7.2075,0.0230730301179538
7.21,0.0209845217911548
7.2125,0.0187741208775555
7.215,0.0165351992413967
7.2175,0.014337545254287
7.22,0.0122417020242689
7.2225,0.0102951192813202
7.225,0.00854508509257161
7.2275,0.00704111359859842
7.23,0.00582671655298873
7.2325,0.00492136166247011
7.235,0.00431415710164546
7.2375,0.00395559027800033
7.24,0.00377821313764112
7.2425,0.00371189943256483
7.245,0.00370522164609638
7.2475,0.00371329977602008
7.25,0.00371457884424905
7.2525,0.00371431270034102
7.255,0.0037321280660093
7.2575,0.00377996593433944
7.26,0.00385343585789575
7.2625,0.0039131861397624
7.265,0.0039062306843158
7.2675,0.00380302565423865
7.27,0.00363043643832875
7.2725,0.00346585771114996
7.275,0.00343198161873645
7.2775,0.00368224583513582
7.28,0.00442032004227162
7.2825,0.00587052851603756
7.285,0.00820396311319528
7.2875,0.01157933196929
7.29,0.0162478016150641
7.2925,0.0224793423023367
7.295,0.0303566172736265
7.2975,0.0396373073639005
7.3,0.0497788188162022
7.3025,0.060175570432127
7.305,0.0702176751336664
7.3075,0.0792833237994042
7.31,0.0867994965886358
7.3125,0.092391482229979
7.315,0.0958054335823808
7.3175,0.0967668261791202
7.32,0.09496181856728
7.3225,0.0902775641563072
7.325,0.0830059199586357
7.3275,0.0737946707891666
7.33,0.0634373109640145
7.3325,0.0527570184305018
7.335,0.04247323160514
7.3375,0.0331087617656566
7.34,0.0249797693732257
7.3425,0.0182406071398908
7.345,0.0129143494938534
7.3475,0.00893464275227834
7.35,0.0061908098895449
7.3525,0.00455136150169268
7.355,0.00384375726810586
7.3575,0.00386667306292562
7.36,0.00444800368175428
7.3625,0.00544809135088613
7.365,0.0067635744594258
7.3675,0.008302587641859
7.37,0.0100381988695612
7.3725,0.0120007244001382
7.375,0.0141861509471412
7.3775,0.0165501677252909
7.38,0.0190120445442061
7.3825,0.0214348859717403
7.385,0.0236187450351348
7.3875,0.0253370314121885
7.39,0.0264106658073042
7.3925,0.026790299319977
7.395,0.0265871533744244
7.3975,0.0260746865935918
7.4,0.0256778897112947
7.4025,0.0259159690182228
7.405,0.0272768354377024
7.4075,0.0300817247202308
7.41,0.0345454943964036
7.4125,0.0408149999865499
7.415,0.0487823460281962
7.4175,0.0579829281714823
7.42,0.0676198764038908
7.4225,0.076658233360864
7.425,0.0840349771326405
7.4275,0.0890265177343651
7.43,0.0915193357600292
7.4325,0.0920393773525534
7.435,0.0914371016719514
7.4375,0.0904608686094211
7.44,0.0894776107279191
7.4425,0.0885993167701162
7.445,0.0878528217205111
7.4475,0.0871832305843589
7.45,0.0865422803787456
7.4525,0.0859557446859442
7.455,0.0854626514575527
7.4575,0.0850613373436723
7.46,0.0847364676207817
7.4625,0.0844702852390085
7.465,0.0842450389646701
7.4675,0.0840435022139646
7.47,0.0839038364178792
7.4725,0.083864617793634
7.475,0.0838975489218794
7.4775,0.0839543899769424
7.48,0.0839806473472496
7.4825,0.0839468861233624
7.485,0.0838412654773356
7.4875,0.0836721008880335
7.49,0.08351018578276
7.4925,0.0834511217097084
7.495,0.0834736884738896
7.4975,0.0833842345248082
7.5,0.0830720654722179
7.5025,0.0827543428499291
7.505,0.0828666061491538
7.5075,0.0838046883723828
7.51,0.0856307007757503
7.5125,0.0879149764252678
7.515,0.0898837239065371
7.5175,0.0906500251084587
7.52,0.0894788687737351
7.5225,0.0859482319972715
7.525,0.0800238024815259
7.5275,0.0720827564129091
7.53,0.0627701655812594
7.5325,0.0528179525385357
7.535,0.042916293703217
7.5375,0.0336452743361673
7.54,0.0254265663091767
7.5425,0.0185239954687242
7.545,0.0130402639202481
7.5475,0.00893426516440826
7.55,0.00606384913086074
7.5525,0.00425461479404335
7.555,0.00333624949852566
7.5575,0.00317176974546806
7.56,0.00373259823379248
7.5625,0.00510010401134116
7.565,0.00737919346724332
7.5675,0.0106777539450592
7.57,0.0151775062470058
7.5725,0.0210963574550308
7.575,0.0284188277292178
7.5775,0.0366199702470104
7.58,0.044794545938752
7.5825,0.0521090880038467
7.585,0.058128099085982
7.5875,0.0628731007930266
7.59,0.0667582256963787
7.5925,0.070168359491488
7.595,0.0730662880341238
7.5975,0.0750131247284818
7.6,0.0754470586102336
7.6025,0.0739514273182373
7.605,0.0703960789072138
7.6075,0.0649993717490536
7.61,0.0582619125513534
7.6125,0.0508546550765073
7.615,0.0435003503136825
7.6175,0.0368853742269031
7.62,0.0315364023193764
7.6225,0.0277140918677593
7.625,0.0254225653067681
7.6275,0.0244555751767214
7.63,0.0244502803064794
7.6325,0.0250046181522776
7.635,0.0257879831330561
7.6375,0.0265998687603505
7.64,0.0273236242407431
7.6425,0.0278884431448028
7.645,0.0282608543130447
7.6475,0.0284392274555691
7.65,0.0284614504896798
7.6525,0.0284031279678954
7.655,0.0283344936020857
7.6575,0.0282972397338714
7.66,0.0283135226547751
7.6625,0.0283895577942955
7.665,0.0284577603268381
7.6675,0.0284249065746683
7.67,0.0282031337788271
7.6725,0.0277223067063629
7.675,0.0269992224910661
7.6775,0.0261628703907409
7.68,0.0254878593752352
7.6825,0.0253531134764762
7.685,0.0261846700142713
7.6875,0.0283999791500173
7.69,0.0323767437223806
7.6925,0.0383286938996288
7.695,0.0461947438278821
7.6975,0.0555982215741994
7.7,0.0658342423264502
7.7025,0.0757982728589975
7.705,0.084204181113844
7.7075,0.089985996517523
7.71,0.0926567093095118
7.7125,0.0924682027279313
7.715,0.0902004870481075
7.7175,0.0867613185307194
7.72,0.0829569100354046
7.7225,0.0794046860287569
7.725,0.0764953778616518
7.7275,0.0744650146665241
7.73,0.0734118472864705
7.7325,0.0732155678268944
7.735,0.0734231631106353
7.7375,0.0733522008640475
7.74,0.0725506786216184
7.7425,0.0710232965241849
7.745,0.0692603693019781
7.7475,0.068077874403226
7.75,0.0681436675139351
7.7525,0.0695722436250127
7.755,0.0718139885719753
7.7575,0.073900973331862
7.76,0.0748209139700922
7.7625,0.0738370989238679
7.765,0.0706568447200464
7.7675,0.0654522713367422
7.77,0.0587819732674891
7.7725,0.0514151024843921
7.775,0.044166957715806
7.7775,0.0377331091953291
7.78,0.0325861711456734
7.7825,0.0289088839940281
7.785,0.0266297943691278
7.7875,0.0255281892406554
7.79,0.0253038745666016
7.7925,0.0256415783198332
7.795,0.0262582426783236
7.7975,0.0269243973390522
7.8,0.0275073168839303
7.8025,0.0279412302399576
7.805,0.0282090805861848
7.8075,0.0282997778131462
7.81,0.0282328911907948
7.8125,0.0280922974927568
7.815,0.0279525676490509
7.8175,0.0278291621645882
7.82,0.0277593116802047
7.8225,0.0277938593942858
7.825,0.0279164008176096
7.8275,0.0280573137627534
7.83,0.028105378226612
7.8325,0.0279180394151406
7.835,0.0273878302716194
7.8375,0.026466811894842
7.84,0.0251658362242731
7.8425,0.0235391529569074
7.845,0.0216669115465102
7.8475,0.0196424906086635
7.85,0.0175499879126489
7.8525,0.0154547195894592
7.855,0.0133970397709876
7.8575,0.011411137109886
7.86,0.00954199539778949
7.8625,0.00785182615127331
7.865,0.0064168915020625
7.8675,0.00530784883749471
7.87,0.004537513692214
7.8725,0.00405589081812659
7.875,0.00378940837565361
7.8775,0.00366732646705533
7.88,0.00362826985454872
7.8825,0.00363672956194287
7.885,0.00368093692518582
7.8875,0.00374761855762618
7.89,0.00381634864783136
7.8925,0.00387448535968613
7.895,0.00393075938641767
7.8975,0.00400113249203409
7.9,0.00408807869008011
7.9025,0.00416349052639794
7.905,0.00417092767295371
7.9075,0.00406951507487151
7.91,0.00386939755518518
7.9125,0.00366856132452131
7.915,0.00363448573545304
7.9175,0.00396882540951664
7.92,0.00489148116094607
7.9225,0.00663636142721516
7.925,0.00945292959921564
7.9275,0.013549549698121
7.93,0.0191060441153317
7.9325,0.0262871383792445
7.935,0.0351502918620369
7.9375,0.0454778816414156
7.94,0.0566026063139308
7.9425,0.0673955976064566
7.945,0.0765887819969776
7.9475,0.0832431211957979
7.95,0.0871137498845121
7.9525,0.0886967939679653
7.955,0.0888401037616969
7.9575,0.088300203303715
7.96,0.0875226074796904
7.9625,0.0867035568337138
7.965,0.0859636913172718
7.9675,0.0853721247434468
7.97,0.0850023905196531
7.9725,0.084879874732429
7.975,0.0848166424530129
7.9775,0.0844828979514219
7.98,0.0837225341680657
7.9825,0.0828122002211064
7.985,0.0824452066929433
7.9875,0.0832761344724995
7.99,0.0854883344688268
7.9925,0.0886682450490952
7.995,0.0919081237887328
7.9975,0.0941464206255379
8,0.0944525564366079
8.0025,0.0922543203374297
8.005,0.0875037953006875
8.0075,0.080599488720663
8.01,0.0721627776182191
