//DATASET,
//created,Wed, 25 Apr 2018 21:18:42 GMT

//TRACE,Waveform,Input 1 
//SampledBand
#Time,Power
#(ns),(µW)
9.7875,45.3637930675078
9.79,49.404291374732
9.7925,66.3196885212503
9.795,120.778824954611
9.7975,248.388407767553
9.8,433.636776954785
9.8025,589.620020801067
9.805,670.234364371408
9.8075,697.725342968247
9.81,704.298125841039
9.8125,705.045358260982
9.815,705.299576122806
9.8175,705.143613357786
9.82,705.353801715273
9.8225,705.264723114463
9.825,705.497631715705
9.8275,705.344741564879
9.83,705.354016521227
9.8325,705.214978536433
9.835,705.39990704732
9.8375,705.367563265603
9.84,705.220802228677
9.8425,705.340324840491
9.845,705.178150028148
9.8475,705.293922221303
9.85,705.267693599877
9.8525,705.305110625256
9.855,705.383590278693
9.8575,705.39559338275
9.86,705.370311678287
9.8625,705.384452471398
9.865,705.112944677555
9.8675,703.158975139792
9.87,695.089499525172
9.8725,668.743628903103
9.875,611.412607471969
9.8775,522.447636577721
9.88,430.320584732318
9.8825,365.744703122746
9.885,335.364819245688
9.8875,325.101392393107
9.89,323.164497773874
9.8925,322.546826120522
9.895,322.701550169268
9.8975,322.648306017422
9.9,322.220076319728
9.9025,322.623284876279
9.905,322.075680834822
9.9075,322.403797400691
9.91,318.255213788526
9.9125,303.676453856774
9.915,263.191506442316
9.9175,194.521485200661
9.92,122.282947737545
9.9225,74.6750869937769
9.925,53.2226744372266
9.9275,46.5432198325092
9.93,44.7801460699225
9.9325,44.4972050037844
9.935,44.5767554960507
9.9375,44.5969886879351
9.94,44.4670869918766
9.9425,44.5669758611114
9.945,44.4972681314701
9.9475,44.7804061043225
9.95,46.8564324386248
9.9525,55.5243891645308
9.955,79.0928109041977
9.9575,129.970786513334
9.96,203.139762698994
9.9625,268.65694987502
9.965,305.721253187928
9.9675,318.872181023952
9.97,322.280523552165
9.9725,322.154350865693
9.975,322.696238505066
9.9775,322.474473203664
9.98,322.73462135953
9.9825,322.522621635259
9.985,322.176841774637
9.9875,321.146622837407
9.99,313.769356761771
9.9925,290.99392397875
9.995,242.021153352488
9.9975,171.131606795764
10,106.397519640146
10.0025,67.4976672322037
10.005,50.9492504882795
10.0075,45.7970755573561
10.01,44.9054322191129
10.0125,44.5306539266277
10.015,44.4957414529728
10.0175,44.3210641177293
10.02,44.6055264618543
10.0225,44.4881959718332
10.025,44.5847191680119
10.0275,44.8954299587938
10.03,48.1118207441253
10.0325,61.4952778544925
10.035,108.608957192398
10.0375,225.642515091076
10.04,408.911775665868
10.0425,573.318157638287
10.045,663.164804415029
10.0475,695.863873892433
10.05,703.863716388182
10.0525,705.043438797659
10.055,705.154286908032
10.0575,705.196187368228
10.06,705.290884646109
10.0625,705.149256070082
10.065,705.007516434112
10.0675,702.931101326189
10.07,694.395263506302
10.0725,666.0642151642
10.075,602.253329079324
10.0775,505.104957012257
10.08,408.704309244867
10.0825,348.23598436844
10.085,325.989395235331
10.0875,322.31798036227
10.09,322.314666189442
10.0925,322.808407983867
10.095,322.926951707963
10.0975,322.514016818428
10.1,323.074726168328
10.1025,322.304756776743
10.105,322.446305404657
10.1075,321.286178441079
10.11,316.057296662697
10.1125,296.832768574549
10.115,251.430513830157
10.1175,181.553926074724
10.12,112.989491094004
10.1225,70.4235410668459
10.125,51.9470390913918
10.1275,45.9587629357309
10.13,44.6900106719835
10.1325,44.5672243901181
10.135,44.5299098545829
10.1375,44.5196669135535
10.14,44.2797500596647
10.1425,44.602286916933
10.145,44.5676574915967
10.1475,45.8664750242265
10.15,52.0858304208258
10.1525,80.178360504588
10.155,174.536367813595
10.1575,396.495800315071
10.16,687.066691485676
10.1625,876.220811105783
10.165,945.658167761013
10.1675,963.963988370664
10.17,967.769901534349
10.1725,968.340122234818
10.175,968.400714700783
10.1775,968.40462393862
10.18,968.404341912733
10.1825,968.397841008775
10.185,968.320942855155
10.1875,967.705616752824
10.19,964.148829674176
10.1925,949.038902351786
10.195,899.288905481607
10.1975,777.899411788787
10.2,596.345794524078
10.2025,439.97337459989
10.205,358.538751229026
10.2075,330.517092455314
10.21,323.766737493703
10.2125,322.807132858115
10.215,322.617170230298
10.2175,322.646721017804
10.22,322.628454752882
10.2225,322.294952901197
10.225,322.698813355107
10.2275,322.218725046695
10.23,323.143790134982
10.2325,330.334457353511
10.235,361.584486598117
10.2375,432.345017535413
10.24,534.487851524418
10.2425,625.87109629278
10.245,678.504193885639
10.2475,698.818186908469
10.25,704.414966867638
10.2525,705.011523203783
10.255,705.223460068768
10.2575,705.207006902967
10.26,705.227391215926
10.2625,705.094524261082
10.265,705.308861615953
10.2675,704.597561480826
10.27,701.183829860535
10.2725,686.406174202524
10.275,643.91705941779
10.2775,563.619264389967
10.28,462.891145925485
10.2825,383.012381007259
10.285,340.691969295226
10.2875,326.831063428963
10.29,323.190194025433
10.2925,322.82730026614
10.295,322.359451339921
10.2975,322.809199676879
10.3,322.334938646946
10.3025,322.770001522493
10.305,322.507959500678
10.3075,324.313746075221
10.31,332.942676314959
10.3125,366.213284410685
10.315,458.290075907241
10.3175,622.877764928434
10.32,801.006253732535
10.3225,910.835979474196
10.325,953.344793375767
10.3275,965.35177073941
10.33,967.962530554845
10.3325,968.362375735851
10.335,968.401556700725
10.3375,968.404595365452
10.34,968.404747250865
10.3425,968.404728067274
10.345,968.404730598928
10.3475,968.404730642719
10.35,968.404730628861
10.3525,968.404730629644
10.355,968.404730626634
10.3575,968.404730627707
10.36,968.404730627299
10.3625,968.404730627571
10.365,968.404730629064
10.3675,968.404730629128
10.37,968.404730622943
10.3725,968.404730548192
10.375,968.404731036291
10.3775,968.40473313476
10.38,968.404658353476
10.3825,968.401195391985
10.385,968.361215558026
10.3875,967.984214411799
10.39,965.493058051532
10.3925,953.943227156561
10.395,913.308086856921
10.3975,807.063994264539
10.4,632.230598560479
10.4025,466.034550656912
10.405,370.618492013342
10.4075,334.149324235311
10.41,324.410268905376
10.4125,322.560958712137
10.415,322.487597800807
10.4175,322.294920216914
10.42,322.681709007397
10.4225,322.896288163328
10.425,322.554706466888
10.4275,322.305954268614
10.43,322.861151163691
10.4325,322.263684481411
10.435,322.301114822484
10.4375,322.67125689463
10.44,322.146603204247
10.4425,322.665655562695
10.445,322.617510312175
10.4475,322.182804228159
10.45,322.588386204512
10.4525,321.922224172679
10.455,322.24293883833
10.4575,322.243676309214
10.46,322.581965480348
10.4625,322.352852711602
10.465,322.813906465151
10.4675,323.777703195847
10.47,331.119483543923
10.4725,361.736291599455
10.475,449.465467542184
10.4775,612.852718118949
10.48,793.97132465933
10.4825,908.138720745784
10.485,952.560889462141
10.4875,965.217494560865
10.49,967.94037852015
10.4925,968.356812770471
10.495,968.40139654515
10.4975,968.404645973719
10.5,968.404718900367
10.5025,968.404732893136
10.505,968.404730534986
10.5075,968.404730648004
10.51,968.404730629355
10.5125,968.404730628026
10.515,968.404730626309
10.5175,968.404730628512
10.52,968.40473062745
10.5225,968.404730627138
10.525,968.404730627351
10.5275,968.404730646082
10.53,968.404730709553
10.5325,968.40473093788
10.535,968.404727921739
10.5375,968.404677165351
10.54,968.402969753292
10.5425,968.381354814726
10.545,968.163606056833
10.5475,966.578004603199
10.55,958.445952908874
10.5525,925.385550206035
10.555,818.196644695988
10.5575,584.147186380474
10.56,303.567288648563
10.5625,130.076344890479
10.565,66.3755767616787
10.5675,48.7876613547527
10.57,45.1312551485161
10.5725,44.7498557675254
10.575,44.7122137344426
10.5775,44.5446463334746
10.58,44.5813630463677
10.5825,44.5444749515868
10.585,44.5958225790639
10.5875,45.5830908013635
10.59,51.7168341734399
10.5925,77.7184712569321
10.595,168.420289764484
10.5975,387.819088649705
10.6,679.710826075099
10.6025,873.29645536707
10.605,944.958419977122
10.6075,963.81067012972
10.61,967.739089644938
10.6125,968.337077946841
10.615,968.399737014472
10.6175,968.404415834589
10.62,968.403665746803
10.6225,968.39319194164
10.625,968.28153987977
10.6275,967.444810942676
10.63,963.037101898386
10.6325,945.45065281186
10.635,889.772546491251
10.6375,762.527177157848
10.64,581.755501479547
10.6425,431.803325066591
10.645,355.636670087171
10.6475,329.974833939379
10.65,324.040032185269
10.6525,322.85971569359
10.655,322.446692566134
10.6575,322.075800162307
10.66,322.185507708602
10.6625,322.760185078657
10.665,322.813245974728
10.6675,323.010862090722
10.67,322.080537257927
10.6725,322.718509306237
10.675,322.600775562655
10.6775,322.453095590225
10.68,323.101972989472
10.6825,322.474521955701
10.685,322.524905886002
10.6875,322.524245184557
10.69,322.818901185826
10.6925,322.789647431632
10.695,322.738857988981
10.6975,322.633330942112
10.7,322.737646530313
10.7025,322.948734964558
10.705,322.92922807366
10.7075,325.571836280283
10.71,338.182830706353
10.7125,382.379989128466
10.715,487.522960901809
10.7175,657.791434518438
10.72,823.883781475598
10.7225,919.77553452772
10.725,955.718485867597
10.7275,965.872486575303
10.73,968.043989893956
10.7325,968.365631499665
10.735,968.402131282696
10.7375,968.40458116056
10.74,968.403704099488
10.7425,968.392527042809
10.745,968.270285958588
10.7475,967.395664812612
10.75,962.751183478697
10.7525,944.508813982401
10.755,887.453306158583
10.7575,758.534872650263
10.76,577.810354021332
10.7625,430.409956693491
10.765,354.696248536967
10.7675,329.744271605591
10.77,323.583476598629
10.7725,322.500374966493
10.775,322.613417313896
10.7775,322.588017229644
10.78,322.7644516359
10.7825,322.580737303266
10.785,322.623227623498
10.7875,324.067671019923
10.79,331.727411973945
10.7925,364.111531597042
10.795,453.761033660607
10.7975,617.561258888682
10.8,797.479730254992
10.8025,909.479462307139
10.805,952.96691787965
10.8075,965.288294496901
10.81,967.946271478726
10.8125,968.358067282679
10.815,968.401339799011
10.8175,968.40420433802
10.82,968.39773471179
10.8225,968.323455229706
10.825,967.697068109567
10.8275,964.036571533704
10.83,947.742366546907
10.8325,888.997772838477
10.835,729.100839030711
10.8375,463.026867513361
10.84,223.942881066886
10.8425,102.157451505012
10.845,59.749200214252
10.8475,47.6858328719304
10.85,45.2390294577163
10.8525,44.4259809270229
10.855,44.4356300761442
10.8575,44.4476058995185
10.86,44.6321297782424
10.8625,44.5315363425207
10.865,44.7149071326954
10.8675,44.7856108428228
10.87,46.3927289021949
10.8725,52.292158714538
10.875,72.2099527084561
10.8775,117.341162586866
10.88,187.640186100256
10.8825,257.233530915313
10.885,299.908612187246
10.8875,316.956072815473
10.89,321.741822767289
10.8925,322.396523945213
10.895,322.246496530571
10.8975,322.08799648498
10.9,322.829366692847
10.9025,322.454509910957
10.905,322.82166342611
10.9075,324.071616269815
10.91,328.95080913172
10.9125,347.744084999695
10.915,395.754350449692
10.9175,480.718749008596
10.92,578.425972221488
10.9225,652.666498277184
10.925,689.29877113223
10.9275,701.898198892201
10.93,704.857498884996
10.9325,705.611475002579
10.935,705.303068242841
10.9375,705.243672307944
10.94,705.146091611587
10.9425,705.378346944922
10.945,705.371702024124
10.9475,704.679987447902
10.95,701.161720360983
10.9525,687.086045908902
10.955,646.023619676549
10.9575,567.152057602644
10.96,467.223260120293
10.9625,386.398522356458
10.965,342.931308493268
10.9675,327.1172083923
10.97,323.081218864225
10.9725,322.560010165833
10.975,322.727719600657
10.9775,322.18380384327
10.98,322.882538367603
10.9825,322.507816838186
10.985,322.97778642162
10.9875,322.018868290877
10.99,320.321667158304
10.9925,321.453220381767
10.995,341.823067222919
10.9975,402.301625261714
11,502.945865292767
11.0025,604.186692942155
11.005,668.041283291245
11.0075,695.379902378723
11.01,703.353739549562
11.0125,704.995593368422
11.015,705.077433354181
11.0175,705.305612052564
11.02,705.109036286999
11.0225,705.207749517337
11.025,705.255593458552
11.0275,703.837230840061
11.03,698.006088326374
11.0325,677.495078836899
11.035,627.754613594829
11.0375,542.724487666124
11.04,446.863393850939
11.0425,374.414174963965
11.045,338.256438216558
11.0475,326.164591880091
11.05,323.481729380671
11.0525,323.070080728205
11.055,322.127154998801
11.0575,322.589291506693
11.06,322.817545175325
11.0625,322.388378043319
11.065,322.493775360507
11.0675,322.57333898095
11.07,322.977227585867
11.0725,323.150676963248
11.075,322.513374363636
11.0775,322.636291193215
11.08,322.256605158239
11.0825,322.755369277865
11.085,322.89542736737
11.0875,322.523523526415
11.09,322.608965721434
11.0925,322.743353013225
11.095,322.372803873385
11.0975,322.552821057747
11.1,322.69147040795
11.1025,322.261201033351
11.105,322.520961675971
11.1075,323.815845073209
11.11,330.889069795391
11.1125,358.960709521922
11.115,442.469160537739
11.1175,600.725579694172
11.12,782.648371739958
11.1225,901.915699766556
11.125,950.208381122361
11.1275,964.488897399467
11.13,967.773327155213
11.1325,968.334287305
11.135,968.398600331813
11.1375,968.404487311119
11.14,968.404688662947
11.1425,968.404728298847
11.145,968.404730740431
11.1475,968.404730575521
11.15,968.404730623538
11.1525,968.404730626242
11.155,968.40473062701
11.1575,968.404730626057
11.16,968.404730630767
11.1625,968.40473062732
11.165,968.404730627337
11.1675,968.404730627634
11.17,968.404730626757
11.1725,968.404730628744
11.175,968.404730629405
11.1775,968.404730627162
11.18,968.404730626924
11.1825,968.404730623434
11.185,968.404730627127
11.1875,968.404730626422
11.19,968.404730629208
11.1925,968.40473062628
11.195,968.404730627071
11.1975,968.40473062921
11.2,968.404730628516
11.2025,968.404730632317
11.205,968.404730625384
11.2075,968.404730627638
11.21,968.404730608372
11.2125,968.404729619659
11.215,968.404738199621
11.2175,968.404696327604
11.22,968.404378827089
11.2225,968.397889907998
11.225,968.323568285732
11.2275,967.724747250311
11.23,964.245652567489
11.2325,949.485590055544
11.235,900.024067731065
11.2375,779.355075419267
11.24,597.50937877139
11.2425,440.49863338181
11.245,358.745491720728
11.2475,330.588656038367
11.25,323.793486735345
11.2525,323.11747275342
11.255,322.688029228927
11.2575,322.259270195066
11.26,322.632360171032
11.2625,322.918072177265
11.265,322.219079557506
11.2675,321.110490865808
11.27,315.085274899345
11.2725,294.392795040408
11.275,246.75735042241
11.2775,176.821893024913
11.28,110.230346730524
11.2825,69.2203065249901
11.285,51.4473230353817
11.2875,46.02568245686
11.29,44.7438835144216
11.2925,44.6009512666622
11.295,44.6205397364636
11.2975,44.6979623467888
11.3,44.4355489936545
11.3025,44.6370129307449
11.305,44.7848772150316
11.3075,45.5574095441359
11.31,51.4250684522615
11.3125,77.101708976222
11.315,164.55327512862
11.3175,374.770018460721
11.32,662.63203332465
11.3225,862.367924526674
11.325,940.678688801004
11.3275,962.519528221667
11.33,967.446975325256
11.3325,968.289335217793
11.335,968.395932273054
11.3375,968.404289537456
11.34,968.404439151911
11.3425,968.398857749228
11.345,968.329426122849
11.3475,967.697391176308
11.35,963.818921278754
11.3525,945.899012822215
11.355,879.456855094003
11.3575,700.00699087438
11.36,417.552574337658
11.3625,189.631720982205
11.365,86.1246773015667
11.3675,54.3978344517
11.37,46.2004879112122
11.3725,44.8270082330911
11.375,44.4722039904063
11.3775,44.4128666694997
11.38,44.5652549540541
11.3825,44.3698734861855
11.385,44.4191512684705
11.3875,44.615582708585
11.39,44.6791933546222
11.3925,44.5894979070908
11.395,44.5475254609198
11.3975,44.1734974852613
11.4,44.4267902547431
11.4025,44.2936982426491
11.405,44.4778202417942
11.4075,44.5962145770611
11.41,44.4098119990802
11.4125,44.7505869318308
11.415,44.6064147797258
11.4175,44.3248806698831
11.42,44.6092367690923
11.4225,44.603244440216
11.425,44.5322565046499
11.4275,44.8484737049017
11.43,45.9502833706671
11.4325,51.5249813072184
11.435,68.7677783989505
11.4375,109.564092384103
11.44,176.360213132837
11.4425,246.112995788415
11.445,293.700181736923
11.4475,314.664560710619
11.45,320.879071421337
11.4525,322.310512184999
11.455,323.026002990254
11.4575,322.74189767846
11.46,322.696947513544
11.4625,322.682101439653
11.465,322.723742600425
11.4675,322.612018077346
11.47,322.597371746009
11.4725,322.719985483499
11.475,322.149226321755
11.4775,322.705006961363
11.48,322.341953179545
11.4825,323.105397925041
11.485,322.732441625683
11.4875,322.232219492256
11.49,322.625994590258
11.4925,322.709503843875
11.495,322.55547603994
11.4975,322.989553979715
11.5,322.712993062879
11.5025,323.070733533904
11.505,322.48928688103
11.5075,322.468222753883
11.51,322.699170836959
11.5125,322.882148025542
11.515,322.301857683027
11.5175,322.829490755885
11.52,323.082956956028
11.5225,322.467080393601
11.525,322.574625188968
11.5275,322.644183934412
11.53,322.671646542448
11.5325,322.595254272973
11.535,322.604304727145
11.5375,322.56987789013
11.54,322.505319200217
11.5425,322.279662372732
11.545,322.53106656296
11.5475,324.043215601435
11.55,331.437591133234
11.5525,361.821738920266
11.555,448.814367394434
11.5575,611.915431838985
11.56,793.721957128169
11.5625,908.06970849844
11.565,952.569192655357
11.5675,965.208544636072
11.57,967.939874079154
11.5725,968.358630935184
11.575,968.402157661096
11.5775,968.404599786308
11.58,968.404577388792
11.5825,968.40170907319
11.585,968.361919914648
11.5875,967.971170380233
11.59,965.430739822623
11.5925,953.753233603214
11.595,912.33856695097
11.5975,804.68671067833
11.6,628.5643952087
11.6025,463.0767997841
11.605,369.552045347311
11.6075,333.620407647323
11.61,324.262325670192
11.6125,323.017040407424
11.615,322.881462554855
11.6175,322.764004050424
11.62,322.908043615642
11.6225,322.497888239332
11.625,323.184372367363
11.6275,326.682242410681
11.63,343.860859112741
11.6325,399.636130952461
11.635,520.977207231261
11.6375,696.199997908975
11.64,848.61381993118
11.6425,929.403463994581
11.645,958.371669587618
11.6475,966.42966782813
11.65,968.119933372403
11.6525,968.376686732295
11.655,968.403210084731
11.6575,968.40463694699
11.66,968.403818846623
11.6625,968.39764348977
11.665,968.319852815015
11.6675,967.67211550759
11.67,964.031436007917
11.6725,948.710357977037
11.675,898.335462354938
11.6775,776.377172885294
11.68,594.65637511799
11.6825,439.28334848343
11.685,357.887581997134
11.6875,330.354466455192
11.69,323.428441915952
11.6925,322.921565893285
11.695,322.841262637368
11.6975,322.605978336085
11.7,322.433782748707
11.7025,322.552387719529
11.705,322.159692666955
11.7075,322.525840875397
11.71,322.751673356188
11.7125,322.997449472417
11.715,322.886086547738
11.7175,322.53539935178
11.72,322.209950037023
11.7225,322.806389328686
11.725,322.841792039719
11.7275,322.177743564561
11.73,322.390989127919
11.7325,322.261366700992
11.735,322.686495602925
11.7375,322.25466984748
11.74,322.61530952109
11.7425,322.404850358144
11.745,322.653990311806
11.7475,323.548080129686
11.75,328.36835917941
11.7525,349.020777955045
11.755,405.771179534358
11.7575,504.12708438282
11.76,612.752771207935
11.7625,682.52948632479
11.765,706.267372856808
11.7675,708.320994610283
11.77,706.455810839228
11.7725,705.42973098947
11.775,705.343698121742
11.7775,705.283276552663
11.78,705.203249855609
11.7825,705.532271363961
11.785,705.465540265718
11.7875,705.15335549166
11.79,705.235460159956
11.7925,705.27882345253
11.795,705.374704429855
11.7975,705.237136565753
11.8,705.000834244745
11.8025,705.318173956222
11.805,705.331093806165
11.8075,705.151884448586
11.81,705.112791765279
11.8125,705.242356672084
11.815,705.221958942969
11.8175,705.091805275037
11.82,705.339771191233
11.8225,705.347688457684
11.825,705.132141911339
11.8275,705.319864046474
11.83,707.102004700862
11.8325,713.540496998129
11.835,735.404874296702
11.8375,782.697867934945
11.84,850.179772814647
11.8425,911.535706883775
11.845,947.629403062386
11.8475,962.640756880027
11.85,967.208592159575
11.8525,968.2298323718
11.855,968.387696067456
11.8575,968.403727288121
11.86,968.403814613186
11.8625,968.393283042984
11.865,968.267713295885
11.8675,967.292919059836
11.87,961.755691945189
11.8725,937.53846582479
11.875,852.037222084418
11.8775,640.922207107196
11.88,351.740884669359
11.8825,151.352495416711
11.885,72.669398992834
11.8875,50.4391207172839
11.89,45.6535034324139
11.8925,44.8642376219883
11.895,44.3081157013347
11.8975,44.6797459017053
11.9,44.5024971335103
11.9025,44.3974838769824
11.905,44.3353900232717
11.9075,44.7005272841418
11.91,46.2730134444483
11.9125,52.9874414549961
11.915,73.5556796258165
11.9175,120.604630030893
11.92,192.73134761629
11.9225,261.22019491452
11.925,302.687771814855
11.9275,318.074706325204
11.93,321.802806424554
11.9325,322.761625310353
11.935,322.443861391013
11.9375,322.67472167988
11.94,322.04485306808
11.9425,322.3625308522
11.945,323.03212071137
11.9475,322.902332551446
11.95,326.755621748072
11.9525,343.308483456689
11.955,388.100801038293
11.9575,472.839486427567
11.96,574.25540227812
11.9625,652.439071553698
11.965,690.568390607146
11.9675,702.858390133598
11.97,704.95501433908
11.9725,705.376120240976
11.975,705.58485866853
11.9775,705.274710671295
11.98,705.275183701737
11.9825,705.19355052742
11.985,704.833717612718
11.9875,701.395128404797
11.99,687.653470087861
11.9925,647.69452188595
11.995,570.421960263626
11.9975,471.462530650114
12,389.337949401394
12.0025,344.895209709505
12.005,327.973766982526
12.0075,323.3796352265
12.01,322.949298498799
12.0125,322.831774296582
12.015,322.417191354441
12.0175,322.538815606409
12.02,322.471149642151
12.0225,322.428997908978
12.025,322.258802013826
12.0275,323.620123352107
12.03,327.490408098428
12.0325,347.031038792765
12.035,408.626443762198
12.0375,536.794958614414
12.04,713.784184719811
12.0425,859.884645319297
12.045,933.687272439142
12.0475,959.59286982906
12.05,966.685324436939
12.0525,968.171053548114
12.055,968.381550070951
12.0575,968.402738473202
12.06,968.403324740062
12.0625,968.386011887765
12.065,968.190046412782
12.0675,966.739070513429
12.07,959.210870458075
12.0725,928.17642051957
12.075,825.584132961508
12.0775,595.357819299574
12.08,312.356067889526
12.0825,133.616938015725
12.085,67.0816283491014
12.0875,48.8214183042641
12.09,45.3034352772271
12.0925,44.5331168151865
12.095,44.5095463470185
12.0975,44.5107732782084
12.1,44.4032155656573
12.1025,44.9030351333175
12.105,44.5426966047514
12.1075,44.9725971403156
12.11,47.7674471886372
12.1125,60.2057138533799
12.115,103.194262634089
12.1175,211.978678112534
12.12,388.886643598049
12.1225,557.168349251536
12.125,654.485747668971
12.1275,692.579033163247
12.13,703.027944795298
12.1325,704.896877819778
12.135,705.262981783704
12.1375,705.366086174387
12.14,705.233912933946
12.1425,705.400528506199
12.145,705.247100960699
12.1475,705.220850479002
12.15,705.335231471165
12.1525,705.337895118176
12.155,705.264828467458
12.1575,705.305996102201
12.16,705.301077511691
12.1625,705.120100659394
12.165,705.196781890602
12.1675,705.244918234449
12.17,705.326366400996
12.1725,705.513354768461
12.175,705.304379823324
12.1775,705.138213195077
12.18,705.03349709815
12.1825,705.577847100882
12.185,705.378964482182
12.1875,704.653935698004
12.19,700.405500574917
12.1925,680.934441941313
12.195,621.335265551808
12.1975,493.196004091532
12.2,314.030056645105
12.2025,162.146172098508
12.205,83.1855555326697
12.2075,54.4973944453722
12.21,46.4782346859187
12.2125,44.8213889082883
12.215,44.6516565780696
12.2175,44.5895415772919
12.22,44.6916950442427
12.2225,44.5210842738928
12.225,44.518305431759
12.2275,44.6932138178247
12.23,46.3436526083117
12.2325,52.9915273186331
12.235,74.226417764154
12.2375,122.115283118945
12.24,194.567984537339
12.2425,263.421896933533
12.245,303.461073403711
12.2475,318.495712889423
12.25,322.148279726786
12.2525,322.60739985353
12.255,322.205529111573
12.2575,322.6419663649
12.26,322.6543979431
12.2625,322.39720777045
12.265,322.515181473703
12.2675,323.549428256299
12.27,330.14153180016
12.2725,357.176890053704
12.275,436.494720932815
12.2775,590.357836036208
12.28,771.410028003099
12.2825,895.226646004974
12.285,947.515764710432
12.2875,963.675729831779
12.29,967.589748261683
12.2925,968.304706943671
12.295,968.395215352431
12.2975,968.404287183
12.3,968.404749482044
12.3025,968.404728941948
12.305,968.404730790334
12.3075,968.404730746889
12.31,968.404730628868
12.3125,968.404730625354
12.315,968.404730628807
12.3175,968.404730628503
12.32,968.404730628863
12.3225,968.404730627102
12.325,968.404730627502
12.3275,968.404730623415
12.33,968.404730627653
12.3325,968.404730897722
12.335,968.404727881321
12.3375,968.404751384433
12.34,968.404683546949
12.3425,968.40356496888
12.345,968.379174274163
12.3475,968.162065130369
12.35,966.685061526291
12.3525,959.576499353882
12.355,933.537230575242
12.3575,859.336295485681
12.36,712.886950112123
12.3625,535.831003486501
12.365,407.222434917979
12.3675,347.496262584539
12.37,327.559285738376
12.3725,323.62782768689
12.375,322.678963160563
12.3775,322.290353606533
12.38,322.513052978745
12.3825,322.772812908038
12.385,322.494353152718
12.3875,322.961862789955
12.39,323.031364546448
12.3925,322.991476970347
12.395,322.352600699894
12.3975,322.516415181441
12.4,322.768531371305
12.4025,322.52455361376
12.405,322.956030584245
12.4075,322.164799279167
12.41,322.656128157021
12.4125,322.57725367876
12.415,322.248695467548
12.4175,322.56216151763
12.42,321.724160579053
12.4225,322.708049805458
12.425,322.284881994297
12.4275,321.962598770384
12.43,319.162040642706
12.4325,303.796524682744
12.435,264.289351140869
12.4375,196.089461997574
12.44,123.083670719057
12.4425,74.7992308823942
12.445,53.1998015651919
12.4475,46.4470844780025
12.45,44.6035219414515
12.4525,44.6708985356044
12.455,44.7659023796717
12.4575,44.5320171118788
12.46,44.4679915021481
12.4625,44.6662159001101
12.465,45.1107327883506
12.4675,47.5569184617351
12.47,60.8752591950638
12.4725,109.878313136505
12.475,251.439926547224
12.4775,512.837314707206
12.48,771.294229450793
12.4825,907.947193514955
12.485,953.785590956346
12.4875,965.602091075109
12.49,968.004844946649
12.4925,968.36666449425
12.495,968.402115273751
12.4975,968.404560861947
12.5,968.404177001733
12.5025,968.398111252223
12.505,968.311211816395
12.5075,967.55900888242
12.51,962.904930190064
12.5125,941.290627365582
12.515,861.297200781583
12.5175,654.181925612182
12.52,359.346213693998
12.5225,152.684430018698
12.525,72.0579866906147
12.5275,50.1432687235951
12.53,45.2642030765139
12.5325,44.6012948708
12.535,44.4526249298834
12.5375,44.3146424738908
12.54,44.5352458754822
12.5425,44.5430911072553
12.545,44.7173109274365
12.5475,44.6281062196384
12.55,44.4513128143808
12.5525,44.4327002036756
12.555,44.8714564857353
12.5575,44.553870909354
12.56,44.6355721764721
12.5625,44.5766804174868
12.565,44.3620285666607
12.5675,44.6012259497402
12.57,44.5684863641678
12.5725,44.6800865000093
12.575,44.5808182040108
12.5775,44.3402090465624
12.58,44.6423908402638
12.5825,44.5657765172612
12.585,44.741854380591
12.5875,45.8015157229611
12.59,52.9237094972459
12.5925,81.4128703764608
12.595,177.927443278795
12.5975,402.889803868883
12.6,691.386384056013
12.6025,877.918937330311
12.605,946.056015769653
12.6075,964.039147344982
12.61,967.782139773357
12.6125,968.343428155894
12.615,968.400661929315
12.6175,968.4043640298
12.62,968.404193120607
12.6225,968.391719083658
12.625,968.256998955468
12.6275,967.231707537357
12.63,961.467395936735
12.6325,936.549113709522
12.635,849.373599622815
12.6375,636.344623914966
12.64,347.782555944578
12.6425,149.654032338973
12.645,72.1221021290265
12.6475,50.0922693464171
12.65,45.3996861191399
12.6525,44.5169109756994
12.655,44.4967465011147
12.6575,44.56257785779
12.66,44.405239832872
12.6625,44.6973253369687
12.665,44.478719257512
12.6675,44.9638178600841
12.67,46.1925878419298
12.6725,52.2962747554932
12.675,71.3058852701033
12.6775,115.535481195208
12.68,184.623653502827
12.6825,254.196386208466
12.685,298.020958667346
12.6875,316.540587336035
12.69,321.441627316159
12.6925,322.154417883029
12.695,322.654722124687
12.6975,322.983987610951
12.7,322.692406864779
12.7025,322.746309623323
12.705,322.898279240371
12.7075,322.950852815582
12.71,328.875329254134
12.7125,351.316258906476
12.715,421.065328231068
12.7175,560.048583774764
12.72,739.799576486489
12.7225,875.934153970469
12.725,939.961126082066
12.7275,961.438665430306
12.73,967.102435655662
12.7325,968.226587517758
12.735,968.387603633811
12.7375,968.40339803017
12.74,968.404584364897
12.7425,968.403298802318
12.745,968.38687846573
12.7475,968.221615344176
12.75,967.124938178648
12.7525,962.244966693707
12.755,946.488623591081
12.7575,908.714970455103
12.76,845.755411375862
12.7625,778.626248882489
12.765,732.992683320155
12.7675,712.815531624479
12.77,706.715731526579
12.7725,705.553479913563
